audit_rank,source_index,label,clean_prediction,clean_correct,clean_margin,horizon_steps,input_count,unique_candidates,event_weighted_candidates,class_change_rate,adverse_rate,corrective_rate,lateral_rate,class_changed_unique,adverse_unique,corrective_unique,lateral_unique,minimum_clean_class_margin,minimum_true_class_margin,distinct_candidate_classes,previous_candidates,previous_class_change_rate,previous_adverse_rate,next_candidates,next_class_change_rate,next_adverse_rate,previous_minus_next_class_change_rate,time_tertile_1_class_change_rate,time_tertile_2_class_change_rate,time_tertile_3_class_change_rate,feature_quartile_1_class_change_rate,feature_quartile_2_class_change_rate,feature_quartile_3_class_change_rate,feature_quartile_4_class_change_rate,paired_neither_changed,paired_next_only_changed,paired_previous_only_changed,paired_both_changed,paired_direction_discordance
35,4737,13,22,0,0.9571094512939453,198,8092,5817,16179,0.11913357400722022,0.0,0.11569537562317346,0.0034381983840467596,693,0,673,20,-1.3311071395874023,-2.2564210891723633,4,2907,0.11799105607155143,0.0,2910,0.12027491408934708,0.0,-0.0022838580177956536,0.13700384122919335,0.1152061855670103,0.08533333333333333,0.07796610169491526,0.12380952380952381,0.13257762444553967,0.11240029006526468,2254,309,302,41,-0.0024088093599449415
36,5974,18,18,1,6.16596794128418,199,5437,5032,10862,0.0,0.0,0.0,0.0,0,0,0,0,4.145362854003906,4.145362854003906,1,2513,0.0,0.0,2519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2510,0,0,0,0.0
37,8835,29,29,1,6.435885429382324,199,9819,8725,19631,0.0,0.0,0.0,0.0,0,0,0,0,3.0756912231445312,3.0756912231445312,1,4361,0.0,0.0,4364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4359,0,0,0,0.0
38,18,0,0,1,11.451509475708008,200,8531,8570,17023,0.0,0.0,0.0,0.0,0,0,0,0,6.192111968994141,6.192111968994141,1,4284,0.0,0.0,4286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4275,0,0,0,0.0
39,3083,8,8,1,8.398313522338867,153,4312,4450,8620,0.0,0.0,0.0,0.0,0,0,0,0,3.134823799133301,3.134823799133301,1,2224,0.0,0.0,2226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2223,0,0,0,0.0
40,90,0,0,1,23.143756866455078,198,7187,8166,14370,0.0,0.0,0.0,0.0,0,0,0,0,20.084842681884766,20.084842681884766,1,4084,0.0,0.0,4082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4081,0,0,0,0.0
41,2140,5,5,1,8.337272644042969,199,9118,6785,18229,0.0,0.0,0.0,0.0,0,0,0,0,5.694917678833008,5.694917678833008,1,3391,0.0,0.0,3394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3389,0,0,0,0.0
42,9497,33,33,1,9.262650489807129,200,8138,6420,16272,0.0,0.0,0.0,0.0,0,0,0,0,6.139913558959961,6.139913558959961,1,3209,0.0,0.0,3211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3208,0,0,0,0.0
43,2501,6,6,1,12.563587188720703,186,4439,4095,8871,0.0,0.0,0.0,0.0,0,0,0,0,5.812891960144043,5.812891960144043,1,2045,0.0,0.0,2050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2044,0,0,0,0.0
44,3505,9,9,1,2.9417505264282227,200,6533,7743,13059,0.01588531576908175,0.01588531576908175,0.0,0.0,123,123,0,0,-1.4893903732299805,-1.4893903732299805,2,3870,0.014728682170542635,0.014728682170542635,3873,0.017041053446940357,0.017041053446940357,-0.0023123712763977212,0.036619718309859155,0.015512589928057555,0.013945578231292517,0.023668639053254437,0.016523463317911435,0.01312828207051763,0.017048977061376317,3748,63,54,3,-0.002326783867631851
45,4757,13,13,1,0.19015121459960938,111,5503,5758,10994,0.3403959708232025,0.3403959708232025,0.0,0.0,1960,1960,0,0,-1.542884349822998,-1.542884349822998,5,2875,0.3398260869565217,0.3398260869565217,2883,0.3409642733263961,0.3409642733263961,-0.0011381863698743944,0.3187466234467855,0.35219399538106233,0.34942528735632183,0.3670886075949367,0.3412698412698413,0.34395198522622344,0.33638743455497383,1268,629,623,354,-0.0020876826722338203
46,5337,15,15,1,15.745081901550293,199,7884,6632,15762,0.0,0.0,0.0,0.0,0,0,0,0,11.136155128479004,11.136155128479004,1,3316,0.0,0.0,3316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3313,0,0,0,0.0
47,1252,3,3,1,7.5585832595825195,200,11707,10864,23397,0.0,0.0,0.0,0.0,0,0,0,0,4.528533935546875,4.528533935546875,1,5433,0.0,0.0,5431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5426,0,0,0,0.0
48,9829,34,34,1,7.948640823364258,200,10784,8505,21563,0.0,0.0,0.0,0.0,0,0,0,0,3.1944894790649414,3.1944894790649414,1,4251,0.0,0.0,4254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4250,0,0,0,0.0
49,6002,18,18,1,11.142875671386719,199,5436,4202,10864,0.0,0.0,0.0,0.0,0,0,0,0,8.97549819946289,8.97549819946289,1,2101,0.0,0.0,2101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2097,0,0,0,0.0
50,1534,4,4,1,2.1450843811035156,200,13591,11854,27145,0.00016871941960519654,0.00016871941960519654,0.0,0.0,2,2,0,0,-0.4598731994628906,-0.4598731994628906,2,5920,0.0,0.0,5934,0.0003370407819346141,0.0003370407819346141,-0.0003370407819346141,0.000676132521974307,0.0,0.0,0.0,0.0,0.0,0.0002778163633838033,5914,2,0,0,-0.0003380662609871535
51,8525,27,27,1,0.7999763488769531,199,6845,6749,13679,0.2327752259594014,0.2327752259594014,0.0,0.0,1571,1571,0,0,-3.1773128509521484,-3.1773128509521484,5,3375,0.23022222222222222,0.23022222222222222,3374,0.23532898636633076,0.23532898636633076,-0.005106764144108544,0.2253922967189729,0.22468949943545352,0.29836512261580383,0.246875,0.2016210739614995,0.2202541393916057,0.25342706502636203,1986,607,589,187,-0.005342831700801425
52,3223,8,8,1,9.015799522399902,200,6796,5395,13587,0.0,0.0,0.0,0.0,0,0,0,0,5.34670352935791,5.34670352935791,1,2696,0.0,0.0,2699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2695,0,0,0,0.0
53,3403,9,9,1,7.980031967163086,199,7070,7123,14135,0.0,0.0,0.0,0.0,0,0,0,0,5.95546817779541,5.95546817779541,1,3560,0.0,0.0,3563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3559,0,0,0,0.0
54,5439,15,15,1,8.724538803100586,199,5395,5975,10787,0.0,0.0,0.0,0.0,0,0,0,0,4.691494941711426,4.691494941711426,1,2987,0.0,0.0,2988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2986,0,0,0,0.0
55,1199,3,3,1,3.7886362075805664,200,7197,5527,14387,0.0,0.0,0.0,0.0,0,0,0,0,2.3257055282592773,2.3257055282592773,1,2762,0.0,0.0,2765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2760,0,0,0,0.0
56,6432,20,20,1,17.48031997680664,200,10284,8696,20562,0.0,0.0,0.0,0.0,0,0,0,0,12.94295883178711,12.94295883178711,1,4349,0.0,0.0,4347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4345,0,0,0,0.0
57,4095,11,4,0,0.20239830017089844,200,10300,7642,20598,0.542528133996336,0.0,0.542528133996336,0.0,4146,0,4146,0,-4.701257705688477,-3.9317665100097656,2,3821,0.5472389426851609,0.0,3821,0.5378173253075111,0.0,0.009421617377649794,0.59846547314578,0.5517826825127334,0.5371315659476371,0.5912408759124088,0.6021978021978022,0.5497851002865329,0.5185488270594654,878,851,888,1203,0.00968586387434555
58,2444,6,6,1,2.387303352355957,200,6752,4898,13498,0.0,0.0,0.0,0.0,0,0,0,0,0.2742195129394531,0.2742195129394531,1,2447,0.0,0.0,2451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2446,0,0,0,0.0
59,7175,22,13,0,3.155276298522949,199,7191,5817,14377,0.0,0.0,0.0,0.0,0,0,0,0,0.9352092742919922,-7.498968124389648,1,2908,0.0,0.0,2909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2906,0,0,0,0.0
60,597,1,1,1,10.151761054992676,199,6817,6198,13628,0.0,0.0,0.0,0.0,0,0,0,0,7.52573299407959,7.52573299407959,1,3100,0.0,0.0,3098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3096,0,0,0,0.0
61,495,1,1,1,4.928595542907715,200,14336,12014,28642,0.0,0.0,0.0,0.0,0,0,0,0,2.8986921310424805,2.8986921310424805,1,6004,0.0,0.0,6010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5998,0,0,0,0.0
62,7164,22,13,0,3.8294153213500977,199,5995,4668,11986,0.0004284490145672665,0.0,0.0004284490145672665,0.0,2,0,2,0,-0.25698280334472656,-7.350188255310059,2,2334,0.0004284490145672665,0.0,2334,0.0004284490145672665,0.0,0.0,0.0,0.0012987012987012987,0.0,0.003472222222222222,0.0,0.0,0.0005733944954128441,2330,1,1,0,0.0
63,522,1,1,1,4.9556169509887695,199,10393,8046,20780,0.0,0.0,0.0,0.0,0,0,0,0,1.3842763900756836,1.3842763900756836,1,4022,0.0,0.0,4024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4020,0,0,0,0.0
64,9549,33,33,1,13.853399276733398,199,8312,6807,16619,0.0,0.0,0.0,0.0,0,0,0,0,7.704401016235352,7.704401016235352,1,3403,0.0,0.0,3404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3401,0,0,0,0.0
65,8888,29,29,1,7.021943092346191,199,6862,5760,13718,0.0,0.0,0.0,0.0,0,0,0,0,2.012139320373535,2.012139320373535,1,2880,0.0,0.0,2880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2877,0,0,0,0.0
66,4983,14,14,1,0.3297281265258789,199,11406,8382,22806,0.0845860176568838,0.0845860176568838,0.0,0.0,709,709,0,0,-2.021176338195801,-2.021176338195801,3,4191,0.08375089477451682,0.08375089477451682,4191,0.08542114053925078,0.08542114053925078,-0.0016702457647339575,0.07450013694878116,0.08981612446958982,0.11451942740286299,0.08035714285714286,0.09849749582637729,0.09815720195562241,0.07560568086883876,3502,335,328,23,-0.0016714422158548234
67,4655,13,13,1,14.53689956665039,200,9573,7891,19137,0.0,0.0,0.0,0.0,0,0,0,0,12.093465805053711,12.093465805053711,1,3942,0.0,0.0,3949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3941,0,0,0,0.0
68,9282,31,31,1,2.8433170318603516,200,9919,8217,19833,0.00012169891687963977,0.00012169891687963977,0.0,0.0,1,1,0,0,-0.06081199645996094,-0.06081199645996094,2,4107,0.0,0.0,4110,0.00024330900243309004,0.00024330900243309004,-0.00024330900243309004,0.0,0.00019904458598726116,0.0,0.0,0.0,0.00033534540576794097,0.0,4105,1,0,0,-0.00024354603019970775
69,3657,10,10,1,6.566354751586914,200,7911,6992,15816,0.0,0.0,0.0,0.0,0,0,0,0,4.193144798278809,4.193144798278809,1,3496,0.0,0.0,3496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3493,0,0,0,0.0
70,5662,16,16,1,15.565927505493164,200,6872,7878,13740,0.0,0.0,0.0,0.0,0,0,0,0,7.464931488037109,7.464931488037109,1,3938,0.0,0.0,3940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3937,0,0,0,0.0
71,3770,10,10,1,6.08555793762207,199,6738,5188,13470,0.0,0.0,0.0,0.0,0,0,0,0,1.918583869934082,1.918583869934082,1,2593,0.0,0.0,2595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2591,0,0,0,0.0
72,5793,17,17,1,14.329487800598145,200,11390,10442,22776,0.0,0.0,0.0,0.0,0,0,0,0,8.683553695678711,8.683553695678711,1,5220,0.0,0.0,5222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5219,0,0,0,0.0
73,9389,32,32,1,4.58216667175293,198,11699,8577,23393,0.0062959076600209865,0.0062959076600209865,0.0,0.0,54,54,0,0,-1.7496519088745117,-1.7496519088745117,2,4289,0.006062019118675682,0.006062019118675682,4288,0.0065298507462686565,0.0065298507462686565,-0.00046783162759297427,0.011312217194570135,0.006303466906798739,0.005686433793663688,0.01444043321299639,0.006640106241699867,0.006706671373102718,0.005515485787017395,4232,28,26,0,-0.0004666355576294914
74,7504,24,13,0,1.2032294273376465,119,6306,5462,12606,0.1752105455876968,0.0,0.0,0.1752105455876968,957,0,0,957,-1.3321809768676758,-4.5192036628723145,4,2729,0.18614877244411873,0.0,2733,0.16428832784485914,0.0,0.021860444599259593,0.24873096446700507,0.18126684636118598,0.1690029092832584,0.2111801242236025,0.1723625557206538,0.18237314002289204,0.1639262580966617,1876,344,403,105,0.021627565982404694
75,6419,20,20,1,32.934547424316406,200,11616,11596,23217,0.0,0.0,0.0,0.0,0,0,0,0,20.841970443725586,20.841970443725586,1,5798,0.0,0.0,5798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5791,0,0,0,0.0
76,7267,23,23,1,8.374526023864746,199,7802,6856,15599,0.0,0.0,0.0,0.0,0,0,0,0,3.1538238525390625,3.1538238525390625,1,3428,0.0,0.0,3428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3426,0,0,0,0.0
77,9033,30,30,1,5.233388900756836,200,8957,7798,17910,0.0,0.0,0.0,0.0,0,0,0,0,3.978059768676758,3.978059768676758,1,3898,0.0,0.0,3900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3897,0,0,0,0.0
78,5690,17,17,1,13.465560913085938,199,11782,9860,23560,0.0,0.0,0.0,0.0,0,0,0,0,6.281740188598633,6.281740188598633,1,4930,0.0,0.0,4930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4928,0,0,0,0.0
79,8836,29,21,0,1.926579475402832,194,7186,6509,14367,0.09079735750499308,0.0,0.0,0.09079735750499308,591,0,0,591,-2.770533561706543,-7.126444339752197,3,3255,0.09155145929339478,0.0,3254,0.09004302397049785,0.0,0.0015084353228969338,0.12728380024360536,0.07075693464974142,0.13213703099510604,0.1377049180327869,0.08806584362139917,0.08660351826792964,0.09018759018759019,2711,244,248,49,0.0012300123001230013
80,901,2,2,1,3.578042984008789,198,8250,6539,16495,0.0,0.0,0.0,0.0,0,0,0,0,2.3784303665161133,2.3784303665161133,1,3270,0.0,0.0,3269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3267,0,0,0,0.0
81,1386,3,3,1,10.880423545837402,199,8466,7925,16923,0.0,0.0,0.0,0.0,0,0,0,0,7.999208450317383,7.999208450317383,1,3961,0.0,0.0,3964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3958,0,0,0,0.0
82,4422,12,12,1,8.819358825683594,126,7263,6132,14520,0.0,0.0,0.0,0.0,0,0,0,0,6.848235130310059,6.848235130310059,1,3065,0.0,0.0,3067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3063,0,0,0,0.0
83,2091,5,5,1,8.552709579467773,199,7801,6831,15595,0.0,0.0,0.0,0.0,0,0,0,0,7.1316938400268555,7.1316938400268555,1,3415,0.0,0.0,3416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3412,0,0,0,0.0
